1,1,"Penampakan Xiaomi Mi Mix 3 Edisi Khusus Seharga Rp 10 Juta","https://inet.detik.com/fotoinet/d-4326340/penampakan-xiaomi-mi-mix-3-edisi-khusus-seharga-rp-10-juta","2018-12-01","opportunity"
2,1,"9 Perusahaan 'Bertarung' Tawarkan Misi ke Bulan","https://inet.detik.com/science/d-4326332/9-perusahaan-bertarung-tawarkan-misi-ke-bulan","2018-12-01","threat"
3,1,"Microsoft Segarkan Ikon Office","https://inet.detik.com/mobile-apps/d-4326310/microsoft-segarkan-ikon-office","2018-12-01","opportunity"
4,1,"Startup Bandung Masuk Final Kompetisi Pitching Asia Pasifik","https://inet.detik.com/cyberlife/d-4326268/startup-bandung-masuk-final-kompetisi-pitching-asia-pasifik","2018-12-01","threat"
5,1,"Tangan Kreatif Sang Ayah Sulap Coretan Anak Jadi Keren","https://inet.detik.com/fotoinet/d-4326198/tangan-kreatif-sang-ayah-sulap-coretan-anak-jadi-keren","2018-12-01","threat"
6,1,"Sambut Harbolnas, Xiaomi Pangkas Harga Ponselnya","https://inet.detik.com/consumer/d-4326170/sambut-harbolnas-xiaomi-pangkas-harga-ponselnya","2018-12-01","opportunity"
7,1,"Menristek Beri Lampu Hijau Kampus Buka Prodi eSport","https://inet.detik.com/games-news/d-4326149/menristek-beri-lampu-hijau-kampus-buka-prodi-esport","2018-12-01","threat"
8,1,"Google Pensiunkan Hangouts di 2020","https://inet.detik.com/mobile-apps/d-4326061/google-pensiunkan-hangouts-di-2020","2018-12-01","threat"
9,1,"#WorldAIDSDay Diperingati Netizen Sedunia","https://inet.detik.com/cyberlife/d-4326003/worldaidsday-diperingati-netizen-sedunia","2018-12-01","none"
10,1,"Penampakan GFX 50R, Kamera Medium Format Anyar Fujifilm","https://inet.detik.com/fotoinet/d-4325944/penampakan-gfx-50r-kamera-medium-format-anyar-fujifilm","2018-12-01","opportunity"
11,1,"Kepala BSSN: Masyarakat Bermedia Sosial yang Santun dan Baik","https://inet.detik.com/cyberlife/d-4325882/kepala-bssn-masyarakat-bermedia-sosial-yang-santun-dan-baik","2018-12-01","none"
